,AUD,BEF,CHF,DEM,DKK,ESP,FRF,GBP,ITL,NLG,SEK
09-Jun-97 ,0.7615,0.0284,0.6956,0.5854,0.1537,0.0069,0.1732,1.6353,0.0006,0.5204,0.1287
10-Jun-97 ,0.7618,0.0282,0.6929,0.5817,0.1528,0.0069,0.1720,1.6385,0.0006,0.5171,0.1282
11-Jun-97 ,0.7580,0.0282,0.6962,0.5827,0.1530,0.0069,0.1723,1.6373,0.0006,0.5177,0.1287
12-Jun-97 ,0.7530,0.0281,0.6940,0.5795,0.1523,0.0069,0.1717,1.6360,0.0006,0.5158,0.1286
13-Jun-97 ,0.7515,0.0279,0.6908,0.5751,0.1510,0.0068,0.1704,1.6360,0.0006,0.5111,0.1286
16-Jun-97 ,0.7487,0.0280,0.6943,0.5777,0.1518,0.0068,0.1713,1.6368,0.0006,0.5137,0.1287
17-Jun-97 ,0.7493,0.0279,0.6914,0.5770,0.1515,0.0068,0.1710,1.6389,0.0006,0.5127,0.1288
18-Jun-97 ,0.7509,0.0280,0.6902,0.5770,0.1516,0.0068,0.1711,1.6383,0.0006,0.5131,0.1293
19-Jun-97 ,0.7498,0.0281,0.6962,0.5800,0.1523,0.0069,0.1718,1.6483,0.0006,0.5153,0.1297
20-Jun-97 ,0.7525,0.0280,0.6944,0.5781,0.1518,0.0069,0.1713,1.6545,0.0006,0.5140,0.1293
23-Jun-97 ,0.7526,0.0282,0.6981,0.5813,0.1526,0.0069,0.1723,1.6687,0.0006,0.5168,0.1300
24-Jun-97 ,0.7513,0.0281,0.6947,0.5796,0.1522,0.0069,0.1716,1.6643,0.0006,0.5150,0.1293
25-Jun-97 ,0.7515,0.0281,0.6952,0.5795,0.1521,0.0069,0.1717,1.6634,0.0006,0.5148,0.1300
26-Jun-97 ,0.7511,0.0281,0.6953,0.5789,0.1519,0.0068,0.1716,1.6667,0.0006,0.5143,0.1298
27-Jun-97 ,0.7461,0.0279,0.6901,0.5757,0.1512,0.0068,0.1706,1.6617,0.0006,0.5114,0.1296
30-Jun-97 ,0.7553,0.0278,0.6847,0.5735,0.1506,0.0068,0.1702,1.6653,0.0006,0.5094,0.1293
02-Jul-97 ,0.7528,0.0277,0.6790,0.5697,0.1498,0.0068,0.1691,1.6663,0.0006,0.5069,0.1287
03-Jul-97 ,0.7538,0.0277,0.6819,0.5717,0.1501,0.0068,0.1696,1.6892,0.0006,0.5079,0.1296
04-Jul-97 ,0.7483,0.0276,0.6803,0.5686,0.1494,0.0067,0.1688,1.6861,0.0006,0.5054,0.1294
07-Jul-97 ,0.7438,0.0277,0.6853,0.5719,0.1502,0.0068,0.1696,1.6870,0.0006,0.5081,0.1295
08-Jul-97 ,0.7473,0.0275,0.6825,0.5687,0.1493,0.0067,0.1686,1.6885,0.0006,0.5051,0.1286
09-Jul-97 ,0.7450,0.0275,0.6850,0.5677,0.1490,0.0067,0.1681,1.6841,0.0006,0.5043,0.1295
10-Jul-97 ,0.7430,0.0276,0.6901,0.5709,0.1498,0.0068,0.1689,1.6887,0.0006,0.5070,0.1295
11-Jul-97 ,0.7405,0.0274,0.6859,0.5647,0.1483,0.0067,0.1673,1.6943,0.0006,0.5019,0.1291
14-Jul-97 ,0.7363,0.0270,0.6798,0.5594,0.1465,0.0066,0.1657,1.6901,0.0006,0.4971,0.1282
15-Jul-97 ,0.7348,0.0269,0.6761,0.5549,0.1456,0.0066,0.1643,1.6767,0.0006,0.4931,0.1274
16-Jul-97 ,0.7357,0.0269,0.6744,0.5560,0.1459,0.0066,0.1646,1.6745,0.0006,0.4938,0.1276
17-Jul-97 ,0.7359,0.0270,0.6749,0.5582,0.1465,0.0066,0.1652,1.6753,0.0006,0.4955,0.1285
18-Jul-97 ,0.7428,0.0271,0.6797,0.5590,0.1469,0.0066,0.1655,1.6783,0.0006,0.4969,0.1288
21-Jul-97 ,0.7413,0.0270,0.6780,0.5568,0.1463,0.0066,0.1650,1.6777,0.0006,0.4947,0.1289
22-Jul-97 ,0.7395,0.0266,0.6755,0.5499,0.1445,0.0065,0.1633,1.6739,0.0006,0.4887,0.1279
23-Jul-97 ,0.7370,0.0266,0.6742,0.5484,0.1440,0.0065,0.1626,1.6775,0.0006,0.4867,0.1280
24-Jul-97 ,0.7378,0.0265,0.6664,0.5464,0.1435,0.0065,0.1622,1.6733,0.0006,0.4855,0.1267
25-Jul-97 ,0.7373,0.0264,0.6611,0.5451,0.1431,0.0065,0.1617,1.6643,0.0006,0.4839,0.1272
28-Jul-97 ,0.7348,0.0262,0.6587,0.5416,0.1422,0.0064,0.1606,1.6285,0.0006,0.4807,0.1258
29-Jul-97 ,0.7453,0.0264,0.6597,0.5452,0.1433,0.0065,0.1617,1.6285,0.0006,0.4842,0.1258
30-Jul-97 ,0.7448,0.0264,0.6601,0.5454,0.1430,0.0065,0.1618,1.6314,0.0006,0.4837,0.1253
31-Jul-97 ,0.7453,0.0264,0.6605,0.5432,0.1427,0.0064,0.1611,1.6409,0.0006,0.4834,0.1253
01-Aug-97 ,0.7396,0.0260,0.6558,0.5368,0.1409,0.0064,0.1592,1.6351,0.0006,0.4767,0.1246
05-Aug-97 ,0.7396,0.0258,0.6511,0.5316,0.1396,0.0063,0.1576,1.6253,0.0005,0.4725,0.1237
06-Aug-97 ,0.7363,0.0258,0.6531,0.5318,0.1397,0.0063,0.1575,1.6013,0.0005,0.4724,0.1241
07-Aug-97 ,0.7338,0.0259,0.6538,0.5352,0.1405,0.0063,0.1587,1.5880,0.0005,0.4747,0.1243
08-Aug-97 ,0.7340,0.0262,0.6636,0.5415,0.1422,0.0064,0.1608,1.5852,0.0006,0.4808,0.1265
11-Aug-97 ,0.7375,0.0261,0.6565,0.5386,0.1414,0.0064,0.1598,1.5900,0.0006,0.4780,0.1252
12-Aug-97 ,0.7383,0.0259,0.6544,0.5358,0.1406,0.0063,0.1590,1.5774,0.0005,0.4746,0.1247
13-Aug-97 ,0.7447,0.0264,0.6620,0.5450,0.1432,0.0064,0.1617,1.5822,0.0006,0.4840,0.1249
14-Aug-97 ,0.7428,0.0262,0.6580,0.5428,0.1425,0.0064,0.1609,1.5868,0.0006,0.4818,0.1244
15-Aug-97 ,0.7430,0.0265,0.6640,0.5487,0.1440,0.0065,0.1628,1.6090,0.0006,0.4872,0.1256
