,AUD,BEF,CHF,DEM,DKK,ESP,FRF,GBP,ITL,NLG,SEK
20-Sep-95 ,0.7566,0.0331,0.8486,0.6817,0.1758,0.0079,0.1978,1.5530,0.0006,0.6089,0.1407
21-Sep-95 ,0.7543,0.0338,0.8741,0.6971,0.1795,0.0080,0.2015,1.5701,0.0006,0.6223,0.1420
22-Sep-95 ,0.7455,0.0344,0.8821,0.7089,0.1819,0.0081,0.2039,1.5801,0.0006,0.6327,0.1417
25-Sep-95 ,0.7485,0.0340,0.8713,0.7004,0.1801,0.0080,0.2023,1.5723,0.0006,0.6254,0.1429
26-Sep-95 ,0.7485,0.0338,0.8606,0.6960,0.1792,0.0081,0.2020,1.5711,0.0006,0.6202,0.1426
27-Sep-95 ,0.7490,0.0341,0.8682,0.7008,0.1807,0.0081,0.2035,1.5734,0.0006,0.6260,0.1428
28-Sep-95 ,0.7525,0.0343,0.8718,0.7033,0.1810,0.0081,0.2038,1.5805,0.0006,0.6287,0.1436
29-Sep-95 ,0.7558,0.0340,0.8651,0.6998,0.1804,0.0081,0.2032,1.5800,0.0006,0.6248,0.1445
02-Oct-95 ,0.7620,0.0340,0.8690,0.6997,0.1805,0.0081,0.2027,1.5910,0.0006,0.6244,0.1436
03-Oct-95 ,0.7663,0.0338,0.8613,0.6941,0.1789,0.0080,0.2012,1.5815,0.0006,0.6198,0.1431
04-Oct-95 ,0.7630,0.0339,0.8680,0.6982,0.1798,0.0081,0.2021,1.5843,0.0006,0.6234,0.1437
05-Oct-95 ,0.7600,0.0341,0.8726,0.7005,0.1806,0.0081,0.2021,1.5845,0.0006,0.6259,0.1440
06-Oct-95 ,0.7615,0.0341,0.8707,0.7015,0.1803,0.0081,0.2007,1.5810,0.0006,0.6260,0.1425
10-Oct-95 ,0.7585,0.0343,0.8712,0.7049,0.1814,0.0081,0.2016,1.5783,0.0006,0.6295,0.1438
11-Oct-95 ,0.7630,0.0341,0.8655,0.7016,0.1810,0.0081,0.2014,1.5732,0.0006,0.6264,0.1440
12-Oct-95 ,0.7606,0.0342,0.8670,0.7035,0.1814,0.0082,0.2019,1.5735,0.0006,0.6279,0.1440
13-Oct-95 ,0.7591,0.0340,0.8642,0.6990,0.1803,0.0081,0.2008,1.5731,0.0006,0.6242,0.1435
16-Oct-95 ,0.7565,0.0342,0.8694,0.7041,0.1816,0.0082,0.2018,1.5750,0.0006,0.6291,0.1438
17-Oct-95 ,0.7575,0.0343,0.8719,0.7071,0.1820,0.0082,0.2015,1.5743,0.0006,0.6313,0.1448
18-Oct-95 ,0.7550,0.0342,0.8669,0.7037,0.1813,0.0081,0.2006,1.5695,0.0006,0.6282,0.1460
19-Oct-95 ,0.7520,0.0345,0.8698,0.7088,0.1824,0.0082,0.2019,1.5729,0.0006,0.6329,0.1479
20-Oct-95 ,0.7500,0.0348,0.8759,0.7150,0.1839,0.0083,0.2033,1.5759,0.0006,0.6386,0.1492
23-Oct-95 ,0.7483,0.0351,0.8877,0.7213,0.1855,0.0083,0.2045,1.5810,0.0006,0.6447,0.1494
24-Oct-95 ,0.7472,0.0351,0.8846,0.7209,0.1854,0.0083,0.2050,1.5814,0.0006,0.6437,0.1506
25-Oct-95 ,0.7489,0.0349,0.8811,0.7173,0.1847,0.0083,0.2041,1.5795,0.0006,0.6409,0.1515
26-Oct-95 ,0.7555,0.0347,0.8778,0.7130,0.1836,0.0082,0.2029,1.5739,0.0006,0.6370,0.1505
27-Oct-95 ,0.7545,0.0348,0.8825,0.7137,0.1841,0.0082,0.2053,1.5799,0.0006,0.6375,0.1514
30-Oct-95 ,0.7615,0.0346,0.8822,0.7123,0.1835,0.0082,0.2048,1.5785,0.0006,0.6357,0.1511
31-Oct-95 ,0.7615,0.0346,0.8809,0.7108,0.1830,0.0082,0.2048,1.5809,0.0006,0.6337,0.1506
01-Nov-95 ,0.7610,0.0344,0.8777,0.7066,0.1822,0.0082,0.2040,1.5783,0.0006,0.6301,0.1514
02-Nov-95 ,0.7590,0.0343,0.8765,0.7052,0.1821,0.0082,0.2041,1.5817,0.0006,0.6301,0.1504
03-Nov-95 ,0.7582,0.0344,0.8787,0.7072,0.1824,0.0082,0.2045,1.5805,0.0006,0.6311,0.1509
06-Nov-95 ,0.7533,0.0344,0.8783,0.7073,0.1825,0.0082,0.2040,1.5795,0.0006,0.6313,0.1496
07-Nov-95 ,0.7525,0.0343,0.8777,0.7058,0.1822,0.0082,0.2046,1.5781,0.0006,0.6299,0.1498
08-Nov-95 ,0.7505,0.0343,0.8753,0.7055,0.1820,0.0082,0.2050,1.5815,0.0006,0.6297,0.1499
09-Nov-95 ,0.7375,0.0344,0.8784,0.7084,0.1827,0.0082,0.2057,1.5797,0.0006,0.6331,0.1502
10-Nov-95 ,0.7391,0.0344,0.8805,0.7081,0.1826,0.0082,0.2053,1.5759,0.0006,0.6325,0.1504
14-Nov-95 ,0.7400,0.0344,0.8776,0.7073,0.1826,0.0082,0.2051,1.5613,0.0006,0.6319,0.1501
15-Nov-95 ,0.7350,0.0347,0.8813,0.7131,0.1838,0.0083,0.2066,1.5580,0.0006,0.6369,0.1511
16-Nov-95 ,0.7410,0.0345,0.8757,0.7092,0.1829,0.0083,0.2056,1.5561,0.0006,0.6333,0.1511
17-Nov-95 ,0.7410,0.0347,0.8814,0.7132,0.1842,0.0083,0.2066,1.5514,0.0006,0.6370,0.1528
20-Nov-95 ,0.7440,0.0345,0.8785,0.7091,0.1831,0.0082,0.2057,1.5494,0.0006,0.6336,0.1525
21-Nov-95 ,0.7457,0.0345,0.8782,0.7096,0.1831,0.0082,0.2055,1.5585,0.0006,0.6334,0.1533
22-Nov-95 ,0.7411,0.0346,0.8811,0.7120,0.1836,0.0083,0.2063,1.5646,0.0006,0.6347,0.1539
23-Nov-95 ,0.7405,0.0344,0.8792,0.7076,0.1827,0.0083,0.2053,1.5635,0.0006,0.6318,0.1531
24-Nov-95 ,0.7390,0.0343,0.8755,0.7055,0.1821,0.0082,0.2051,1.5592,0.0006,0.6298,0.1535
27-Nov-95 ,0.7410,0.0339,0.8632,0.6960,0.1799,0.0082,0.2031,1.5505,0.0006,0.6217,0.1525
28-Nov-95 ,0.7500,0.0340,0.8654,0.6982,0.1805,0.0082,0.2036,1.5483,0.0006,0.6235,0.1539
29-Nov-95 ,0.7490,0.0339,0.8604,0.6968,0.1800,0.0082,0.2027,1.5378,0.0006,0.6219,0.1537
30-Nov-95 ,0.7425,0.0336,0.8511,0.6913,0.1784,0.0081,0.2004,1.5305,0.0006,0.6171,0.1525
01-Dec-95 ,0.7375,0.0337,0.8521,0.6923,0.1787,0.0081,0.2004,1.5357,0.0006,0.6185,0.1529
04-Dec-95 ,0.7397,0.0338,0.8554,0.6952,0.1794,0.0081,0.2001,1.5359,0.0006,0.6206,0.1518
05-Dec-95 ,0.7382,0.0338,0.8560,0.6960,0.1798,0.0081,0.2013,1.5417,0.0006,0.6215,0.1528
06-Dec-95 ,0.7398,0.0337,0.8543,0.6923,0.1789,0.0081,0.2012,1.5419,0.0006,0.6181,0.1522
07-Dec-95 ,0.7395,0.0337,0.8558,0.6929,0.1788,0.0081,0.2012,1.5360,0.0006,0.6182,0.1503
08-Dec-95 ,0.7381,0.0336,0.8563,0.6914,0.1788,0.0081,0.2008,1.5332,0.0006,0.6177,0.1502
11-Dec-95 ,0.7365,0.0337,0.8553,0.6930,0.1788,0.0081,0.2008,1.5355,0.0006,0.6186,0.1482
12-Dec-95 ,0.7410,0.0336,0.8510,0.6903,0.1781,0.0081,0.1999,1.5316,0.0006,0.6169,0.1487
13-Dec-95 ,0.7440,0.0335,0.8496,0.6896,0.1779,0.0081,0.1990,1.5324,0.0006,0.6156,0.1487
14-Dec-95 ,0.7382,0.0338,0.8591,0.6942,0.1794,0.0082,0.2016,1.5415,0.0006,0.6211,0.1503
15-Dec-95 ,0.7415,0.0337,0.8601,0.6932,0.1788,0.0081,0.2015,1.5394,0.0006,0.6190,0.1511
18-Dec-95 ,0.7409,0.0340,0.8711,0.6988,0.1802,0.0082,0.2028,1.5393,0.0006,0.6239,0.1515
19-Dec-95 ,0.7411,0.0338,0.8674,0.6956,0.1796,0.0082,0.2024,1.5424,0.0006,0.6216,0.1510
20-Dec-95 ,0.7410,0.0338,0.8645,0.6938,0.1789,0.0082,0.2018,1.5374,0.0006,0.6194,0.1507
21-Dec-95 ,0.7420,0.0338,0.8639,0.6946,0.1793,0.0082,0.2025,1.5385,0.0006,0.6206,0.1503
22-Dec-95 ,0.7400,0.0338,0.8632,0.6955,0.1794,0.0082,0.2027,1.5431,0.0006,0.6207,0.1507
27-Dec-95 ,0.7480,0.0340,0.8677,0.6991,0.1806,0.0082,0.2047,1.5605,0.0006,0.6242,0.1507
28-Dec-95 ,0.7455,0.0338,0.8646,0.6937,0.1793,0.0082,0.2033,1.5410,0.0006,0.6207,0.1494
29-Dec-95 ,0.7435,0.0340,0.8673,0.6973,0.1802,0.0082,0.2044,1.5530,0.0006,0.6242,0.1506
02-Jan-96 ,0.7437,0.0339,0.8644,0.6970,0.1800,0.0082,0.2041,1.5568,0.0006,0.6221,0.1509
03-Jan-96 ,0.7486,0.0338,0.8625,0.6942,0.1794,0.0082,0.2033,1.5520,0.0006,0.6201,0.1515
04-Jan-96 ,0.7456,0.0335,0.8525,0.6875,0.1779,0.0082,0.2015,1.5459,0.0006,0.6144,0.1507
05-Jan-96 ,0.7483,0.0338,0.8620,0.6949,0.1798,0.0083,0.2031,1.5525,0.0006,0.6209,0.1511
08-Jan-96 ,0.7480,0.0338,0.8599,0.6948,0.1795,0.0083,0.2025,1.5509,0.0006,0.6201,0.1511
09-Jan-96 ,0.7450,0.0337,0.8582,0.6935,0.1794,0.0082,0.2025,1.5475,0.0006,0.6190,0.1514
10-Jan-96 ,0.7475,0.0338,0.8592,0.6945,0.1795,0.0083,0.2027,1.5456,0.0006,0.6198,0.1519
11-Jan-96 ,0.7468,0.0338,0.8616,0.6945,0.1796,0.0083,0.2024,1.5439,0.0006,0.6201,0.1518
12-Jan-96 ,0.7450,0.0338,0.8616,0.6943,0.1797,0.0083,0.2025,1.5491,0.0006,0.6207,0.1522
15-Jan-96 ,0.7433,0.0336,0.8580,0.6907,0.1787,0.0082,0.2018,1.5461,0.0006,0.6169,0.1516
16-Jan-96 ,0.7435,0.0334,0.8510,0.6856,0.1773,0.0081,0.2004,1.5385,0.0006,0.6121,0.1508
17-Jan-96 ,0.7400,0.0332,0.8447,0.6818,0.1764,0.0081,0.1997,1.5260,0.0006,0.6090,0.1498
18-Jan-96 ,0.7395,0.0331,0.8434,0.6806,0.1761,0.0081,0.1990,1.5235,0.0006,0.6080,0.1494
19-Jan-96 ,0.7361,0.0329,0.8371,0.6752,0.1747,0.0080,0.1979,1.5092,0.0006,0.6040,0.1487
22-Jan-96 ,0.7321,0.0329,0.8421,0.6772,0.1750,0.0080,0.1980,1.5137,0.0006,0.6048,0.1463
23-Jan-96 ,0.7350,0.0328,0.8400,0.6753,0.1746,0.0080,0.1972,1.5135,0.0006,0.6028,0.1453
24-Jan-96 ,0.7360,0.0328,0.8381,0.6735,0.1742,0.0080,0.1967,1.5099,0.0006,0.6017,0.1455
25-Jan-96 ,0.7373,0.0327,0.8372,0.6723,0.1738,0.0080,0.1961,1.5071,0.0006,0.6005,0.1446
26-Jan-96 ,0.7385,0.0326,0.8284,0.6707,0.1735,0.0079,0.1952,1.5033,0.0006,0.5990,0.1441
29-Jan-96 ,0.7404,0.0327,0.8282,0.6735,0.1740,0.0079,0.1960,1.5068,0.0006,0.6016,0.1432
30-Jan-96 ,0.7425,0.0326,0.8244,0.6717,0.1736,0.0080,0.1955,1.5043,0.0006,0.5994,0.1436
31-Jan-96 ,0.7448,0.0327,0.8249,0.6714,0.1735,0.0080,0.1954,1.5107,0.0006,0.5997,0.1437
01-Feb-96 ,0.7474,0.0326,0.8192,0.6699,0.1733,0.0080,0.1952,1.5123,0.0006,0.5976,0.1439
02-Feb-96 ,0.7562,0.0327,0.8213,0.6727,0.1741,0.0080,0.1961,1.5191,0.0006,0.6018,0.1438
05-Feb-96 ,0.7552,0.0332,0.8358,0.6818,0.1763,0.0081,0.1982,1.5345,0.0006,0.6090,0.1443
06-Feb-96 ,0.7548,0.0330,0.8316,0.6788,0.1755,0.0081,0.1975,1.5401,0.0006,0.6064,0.1425
07-Feb-96 ,0.7548,0.0329,0.8284,0.6763,0.1748,0.0080,0.1970,1.5365,0.0006,0.6041,0.1426
08-Feb-96 ,0.7578,0.0330,0.8302,0.6778,0.1751,0.0081,0.1972,1.5375,0.0006,0.6057,0.1431
09-Feb-96 ,0.7550,0.0329,0.8273,0.6765,0.1747,0.0080,0.1969,1.5320,0.0006,0.6040,0.1437
12-Feb-96 ,0.7545,0.0330,0.8321,0.6790,0.1756,0.0081,0.1974,1.5309,0.0006,0.6066,0.1438
13-Feb-96 ,0.7534,0.0329,0.8289,0.6766,0.1749,0.0080,0.1967,1.5344,0.0006,0.6047,0.1438
14-Feb-96 ,0.7561,0.0331,0.8348,0.6817,0.1762,0.0081,0.1976,1.5373,0.0006,0.6084,0.1437
15-Feb-96 ,0.7560,0.0331,0.8338,0.6801,0.1759,0.0081,0.1975,1.5383,0.0006,0.6075,0.1438
16-Feb-96 ,0.7560,0.0333,0.8418,0.6850,0.1771,0.0081,0.1990,1.5490,0.0006,0.6116,0.1447
19-Feb-96 ,0.7535,0.0337,0.8514,0.6918,0.1788,0.0082,0.2008,1.5466,0.0006,0.6180,0.1453
20-Feb-96 ,0.7555,0.0335,0.8453,0.6883,0.1779,0.0082,0.1988,1.5452,0.0006,0.6148,0.1463
21-Feb-96 ,0.7510,0.0334,0.8430,0.6881,0.1780,0.0082,0.1996,1.5427,0.0006,0.6147,0.1479
22-Feb-96 ,0.7548,0.0335,0.8463,0.6893,0.1782,0.0082,0.2003,1.5431,0.0006,0.6156,0.1484
23-Feb-96 ,0.7563,0.0336,0.8529,0.6920,0.1787,0.0082,0.2016,1.5409,0.0006,0.6169,0.1492
26-Feb-96 ,0.7568,0.0336,0.8494,0.6904,0.1787,0.0082,0.2009,1.5406,0.0006,0.6167,0.1486
27-Feb-96 ,0.7586,0.0335,0.8463,0.6891,0.1783,0.0082,0.2007,1.5400,0.0006,0.6156,0.1498
28-Feb-96 ,0.7638,0.0332,0.8371,0.6825,0.1766,0.0081,0.1992,1.5339,0.0006,0.6094,0.1490
29-Feb-96 ,0.7645,0.0331,0.8341,0.6802,0.1760,0.0081,0.1984,1.5323,0.0006,0.6073,0.1481
01-Mar-96 ,0.7621,0.0329,0.8297,0.6763,0.1752,0.0080,0.1972,1.5275,0.0006,0.6045,0.1476
04-Mar-96 ,0.7603,0.0329,0.8320,0.6774,0.1754,0.0080,0.1975,1.5290,0.0006,0.6050,0.1467
05-Mar-96 ,0.7600,0.0330,0.8337,0.6778,0.1755,0.0080,0.1980,1.5295,0.0006,0.6055,0.1463
06-Mar-96 ,0.7623,0.0329,0.8331,0.6773,0.1754,0.0080,0.1979,1.5292,0.0006,0.6055,0.1462
07-Mar-96 ,0.7628,0.0329,0.8323,0.6760,0.1751,0.0080,0.1975,1.5303,0.0006,0.6040,0.1475
08-Mar-96 ,0.7680,0.0327,0.8291,0.6723,0.1741,0.0080,0.1964,1.5245,0.0006,0.6008,0.1464
11-Mar-96 ,0.7682,0.0328,0.8319,0.6755,0.1749,0.0080,0.1972,1.5244,0.0006,0.6035,0.1466
12-Mar-96 ,0.7704,0.0329,0.8356,0.6766,0.1752,0.0080,0.1977,1.5215,0.0006,0.6045,0.1469
13-Mar-96 ,0.7738,0.0330,0.8396,0.6782,0.1754,0.0081,0.1980,1.5227,0.0006,0.6059,0.1473
14-Mar-96 ,0.7743,0.0330,0.8407,0.6784,0.1756,0.0081,0.1980,1.5235,0.0006,0.6062,0.1475
15-Mar-96 ,0.7740,0.0330,0.8409,0.6781,0.1755,0.0080,0.1979,1.5252,0.0006,0.6059,0.1476
18-Mar-96 ,0.7735,0.0330,0.8397,0.6775,0.1753,0.0081,0.1977,1.5305,0.0006,0.6057,0.1488
19-Mar-96 ,0.7745,0.0330,0.8393,0.6779,0.1755,0.0081,0.1983,1.5325,0.0006,0.6051,0.1497
20-Mar-96 ,0.7759,0.0330,0.8397,0.6788,0.1758,0.0081,0.1981,1.5377,0.0006,0.6065,0.1513
21-Mar-96 ,0.7783,0.0329,0.8368,0.6767,0.1752,0.0081,0.1974,1.5361,0.0006,0.6046,0.1500
22-Mar-96 ,0.7770,0.0330,0.8375,0.6772,0.1754,0.0081,0.1974,1.5330,0.0006,0.6051,0.1510
25-Mar-96 ,0.7734,0.0329,0.8386,0.6763,0.1752,0.0081,0.1974,1.5231,0.0006,0.6046,0.1509
26-Mar-96 ,0.7728,0.0330,0.8387,0.6774,0.1754,0.0081,0.1980,1.5245,0.0006,0.6054,0.1510
27-Mar-96 ,0.7782,0.0327,0.8334,0.6725,0.1742,0.0080,0.1972,1.5185,0.0006,0.6013,0.1503
28-Mar-96 ,0.7825,0.0330,0.8400,0.6777,0.1755,0.0080,0.1986,1.5243,0.0006,0.6057,0.1503
29-Mar-96 ,0.7815,0.0330,0.8408,0.6775,0.1755,0.0081,0.1985,1.5263,0.0006,0.6053,0.1494
01-Apr-96 ,0.7841,0.0328,0.8371,0.6745,0.1747,0.0080,0.1980,1.5247,0.0006,0.6031,0.1501
02-Apr-96 ,0.7828,0.0329,0.8384,0.6751,0.1749,0.0080,0.1981,1.5250,0.0006,0.6036,0.1500
03-Apr-96 ,0.7811,0.0329,0.8375,0.6760,0.1752,0.0081,0.1980,1.5263,0.0006,0.6048,0.1507
04-Apr-96 ,0.7816,0.0329,0.8376,0.6755,0.1750,0.0081,0.1986,1.5300,0.0006,0.6052,0.1502
08-Apr-96 ,0.7833,0.0330,0.8391,0.6771,0.1753,0.0081,0.1987,1.5310,0.0006,0.6062,0.1504
09-Apr-96 ,0.7865,0.0326,0.8292,0.6701,0.1736,0.0080,0.1969,1.5247,0.0006,0.6002,0.1490
10-Apr-96 ,0.7885,0.0325,0.8218,0.6667,0.1727,0.0080,0.1962,1.5115,0.0006,0.5966,0.1490
11-Apr-96 ,0.7900,0.0324,0.8183,0.6654,0.1724,0.0080,0.1960,1.5127,0.0006,0.5956,0.1491
12-Apr-96 ,0.7900,0.0324,0.8156,0.6652,0.1723,0.0080,0.1958,1.5125,0.0006,0.5952,0.1488
15-Apr-96 ,0.7904,0.0323,0.8127,0.6625,0.1716,0.0079,0.1951,1.5090,0.0006,0.5928,0.1481
16-Apr-96 ,0.7876,0.0323,0.8125,0.6618,0.1715,0.0079,0.1950,1.5072,0.0006,0.5924,0.1477
17-Apr-96 ,0.7853,0.0323,0.8158,0.6639,0.1721,0.0080,0.1954,1.5075,0.0006,0.5941,0.1482
18-Apr-96 ,0.7818,0.0323,0.8178,0.6635,0.1718,0.0080,0.1955,1.5099,0.0006,0.5930,0.1489
19-Apr-96 ,0.7824,0.0323,0.8177,0.6637,0.1721,0.0080,0.1957,1.5170,0.0006,0.5938,0.1494
22-Apr-96 ,0.7865,0.0321,0.8155,0.6598,0.1711,0.0079,0.1950,1.5119,0.0006,0.5898,0.1490
23-Apr-96 ,0.7895,0.0320,0.8133,0.6582,0.1707,0.0079,0.1948,1.5157,0.0006,0.5886,0.1489
24-Apr-96 ,0.7845,0.0320,0.8111,0.6571,0.1704,0.0079,0.1946,1.5139,0.0006,0.5874,0.1483
25-Apr-96 ,0.7895,0.0318,0.8090,0.6539,0.1696,0.0079,0.1937,1.5133,0.0006,0.5843,0.1470
26-Apr-96 ,0.7889,0.0319,0.8090,0.6543,0.1697,0.0079,0.1939,1.5099,0.0006,0.5848,0.1477
29-Apr-96 ,0.7874,0.0320,0.8112,0.6567,0.1703,0.0079,0.1946,1.5095,0.0006,0.5867,0.1482
30-Apr-96 ,0.7857,0.0318,0.8055,0.6534,0.1694,0.0079,0.1934,1.5047,0.0006,0.5836,0.1474
01-May-96 ,0.7895,0.0317,0.8003,0.6517,0.1691,0.0078,0.1931,1.4951,0.0006,0.5827,0.1464
02-May-96 ,0.7951,0.0318,0.8034,0.6538,0.1696,0.0078,0.1936,1.5033,0.0006,0.5847,0.1459
03-May-96 ,0.7968,0.0318,0.8048,0.6551,0.1698,0.0078,0.1937,1.5039,0.0006,0.5865,0.1464
06-May-96 ,0.7962,0.0319,0.8032,0.6551,0.1698,0.0079,0.1938,1.5075,0.0006,0.5868,0.1462
07-May-96 ,0.7993,0.0320,0.8068,0.6573,0.1704,0.0079,0.1944,1.5125,0.0006,0.5883,0.1466
08-May-96 ,0.8005,0.0321,0.8113,0.6600,0.1709,0.0079,0.1952,1.5223,0.0006,0.5907,0.1469
09-May-96 ,0.7985,0.0321,0.8091,0.6595,0.1707,0.0079,0.1945,1.5223,0.0006,0.5900,0.1472
10-May-96 ,0.8030,0.0319,0.8016,0.6547,0.1696,0.0078,0.1935,1.5225,0.0006,0.5860,0.1472
13-May-96 ,0.8018,0.0318,0.8008,0.6526,0.1691,0.0078,0.1930,1.5146,0.0006,0.5842,0.1478
14-May-96 ,0.8019,0.0317,0.7993,0.6515,0.1688,0.0078,0.1924,1.5151,0.0006,0.5827,0.1477
15-May-96 ,0.8008,0.0317,0.7987,0.6526,0.1690,0.0078,0.1926,1.5135,0.0006,0.5836,0.1481
16-May-96 ,0.8017,0.0317,0.7952,0.6516,0.1688,0.0078,0.1925,1.5135,0.0006,0.5827,0.1478
17-May-96 ,0.8001,0.0318,0.7973,0.6548,0.1695,0.0078,0.1931,1.5153,0.0006,0.5853,0.1483
21-May-96 ,0.7928,0.0316,0.7893,0.6488,0.1680,0.0078,0.1917,1.5119,0.0006,0.5804,0.1469
22-May-96 ,0.7950,0.0316,0.7902,0.6497,0.1682,0.0078,0.1918,1.5110,0.0006,0.5805,0.1466
23-May-96 ,0.7935,0.0316,0.7912,0.6492,0.1682,0.0078,0.1918,1.5135,0.0006,0.5804,0.1462
24-May-96 ,0.7920,0.0315,0.7893,0.6479,0.1678,0.0078,0.1914,1.5115,0.0006,0.5792,0.1462
27-May-96 ,0.7924,0.0315,0.7906,0.6485,0.1680,0.0078,0.1918,1.5138,0.0006,0.5797,0.1463
28-May-96 ,0.7948,0.0314,0.7852,0.6463,0.1674,0.0078,0.1910,1.5131,0.0006,0.5779,0.1467
29-May-96 ,0.7988,0.0315,0.7869,0.6475,0.1676,0.0077,0.1913,1.5212,0.0006,0.5786,0.1466
30-May-96 ,0.7964,0.0318,0.7943,0.6524,0.1690,0.0077,0.1927,1.5345,0.0006,0.5830,0.1476
31-May-96 ,0.7983,0.0319,0.7985,0.6551,0.1696,0.0078,0.1936,1.5495,0.0006,0.5853,0.1488
03-Jun-96 ,0.8013,0.0318,0.7992,0.6542,0.1694,0.0078,0.1931,1.5515,0.0006,0.5841,0.1489
04-Jun-96 ,0.7995,0.0318,0.7947,0.6525,0.1690,0.0077,0.1927,1.5490,0.0006,0.5829,0.1492
05-Jun-96 ,0.7935,0.0318,0.7956,0.6531,0.1691,0.0077,0.1928,1.5479,0.0006,0.5839,0.1485
06-Jun-96 ,0.7855,0.0317,0.7944,0.6527,0.1691,0.0077,0.1926,1.5412,0.0006,0.5833,0.1482
07-Jun-96 ,0.7920,0.0317,0.7894,0.6516,0.1689,0.0077,0.1924,1.5415,0.0006,0.5824,0.1482
10-Jun-96 ,0.7936,0.0317,0.7899,0.6516,0.1688,0.0077,0.1924,1.5321,0.0006,0.5820,0.1482
11-Jun-96 ,0.7922,0.0316,0.7886,0.6506,0.1686,0.0077,0.1920,1.5357,0.0006,0.5813,0.1489
12-Jun-96 ,0.7910,0.0317,0.7909,0.6513,0.1688,0.0077,0.1922,1.5351,0.0006,0.5816,0.1490
13-Jun-96 ,0.7922,0.0317,0.7929,0.6521,0.1690,0.0077,0.1922,1.5316,0.0006,0.5823,0.1489
14-Jun-96 ,0.7921,0.0319,0.7979,0.6560,0.1702,0.0078,0.1934,1.5361,0.0006,0.5857,0.1493
17-Jun-96 ,0.7927,0.0320,0.8010,0.6594,0.1710,0.0078,0.1943,1.5453,0.0006,0.5887,0.1503
18-Jun-96 ,0.7894,0.0321,0.8005,0.6600,0.1713,0.0078,0.1943,1.5437,0.0007,0.5893,0.1508
19-Jun-96 ,0.7879,0.0320,0.7980,0.6574,0.1708,0.0078,0.1937,1.5437,0.0007,0.5865,0.1510
20-Jun-96 ,0.7888,0.0319,0.7974,0.6566,0.1705,0.0078,0.1936,1.5419,0.0007,0.5859,0.1510
21-Jun-96 ,0.7909,0.0317,0.7918,0.6529,0.1696,0.0078,0.1926,1.5383,0.0006,0.5823,0.1502
24-Jun-96 ,0.7905,0.0317,0.7926,0.6536,0.1697,0.0078,0.1927,1.5403,0.0007,0.5828,0.1506
25-Jun-96 ,0.7908,0.0317,0.7929,0.6536,0.1698,0.0078,0.1929,1.5407,0.0007,0.5831,0.1509
26-Jun-96 ,0.7915,0.0318,0.7943,0.6547,0.1698,0.0078,0.1935,1.5414,0.0007,0.5838,0.1514
27-Jun-96 ,0.7890,0.0319,0.7990,0.6571,0.1705,0.0078,0.1942,1.5457,0.0007,0.5861,0.1508
28-Jun-96 ,0.7859,0.0319,0.8000,0.6576,0.1707,0.0078,0.1944,1.5535,0.0007,0.5863,0.1512
02-Jul-96 ,0.7830,0.0318,0.7998,0.6556,0.1701,0.0078,0.1939,1.5587,0.0007,0.5843,0.1493
03-Jul-96 ,0.7815,0.0319,0.7983,0.6569,0.1705,0.0078,0.1943,1.5591,0.0007,0.5860,0.1502
04-Jul-96 ,0.7845,0.0319,0.7964,0.6559,0.1703,0.0078,0.1941,1.5581,0.0007,0.5848,0.1503
05-Jul-96 ,0.7970,0.0318,0.7902,0.6530,0.1697,0.0078,0.1934,1.5541,0.0007,0.5831,0.1497
08-Jul-96 ,0.7937,0.0318,0.7911,0.6541,0.1698,0.0078,0.1932,1.5530,0.0007,0.5831,0.1493
09-Jul-96 ,0.7920,0.0318,0.7927,0.6559,0.1703,0.0078,0.1937,1.5501,0.0007,0.5848,0.1495
10-Jul-96 ,0.7978,0.0318,0.7911,0.6553,0.1701,0.0078,0.1937,1.5505,0.0007,0.5841,0.1499
11-Jul-96 ,0.7986,0.0319,0.7961,0.6574,0.1706,0.0078,0.1943,1.5561,0.0007,0.5856,0.1498
12-Jul-96 ,0.7978,0.0319,0.7947,0.6573,0.1706,0.0078,0.1942,1.5531,0.0007,0.5856,0.1491
15-Jul-96 ,0.7950,0.0320,0.7966,0.6577,0.1705,0.0078,0.1942,1.5505,0.0006,0.5862,0.1483
16-Jul-96 ,0.7916,0.0326,0.8192,0.6714,0.1740,0.0080,0.1982,1.5591,0.0007,0.5979,0.1506
17-Jul-96 ,0.7878,0.0327,0.8251,0.6737,0.1746,0.0080,0.1988,1.5437,0.0007,0.6001,0.1508
18-Jul-96 ,0.7922,0.0326,0.8236,0.6731,0.1742,0.0080,0.1986,1.5482,0.0007,0.5996,0.1510
19-Jul-96 ,0.7910,0.0326,0.8217,0.6721,0.1741,0.0080,0.1981,1.5462,0.0007,0.5988,0.1512
22-Jul-96 ,0.7918,0.0327,0.8283,0.6741,0.1748,0.0080,0.1992,1.5511,0.0007,0.6008,0.1517
23-Jul-96 ,0.7913,0.0326,0.8245,0.6714,0.1741,0.0079,0.1983,1.5517,0.0007,0.5981,0.1520
24-Jul-96 ,0.7923,0.0326,0.8237,0.6711,0.1740,0.0079,0.1981,1.5528,0.0007,0.5978,0.1523
25-Jul-96 ,0.7886,0.0328,0.8281,0.6759,0.1751,0.0080,0.1994,1.5571,0.0007,0.6019,0.1529
26-Jul-96 ,0.7873,0.0327,0.8255,0.6743,0.1747,0.0079,0.1987,1.5551,0.0007,0.6004,0.1520
